;X;File_name;Com_number;S_number;Signal;S_start_T_V;S_end_T_V;S_duration_V;S_Dur_ana;Signal_record;Signal_modality;Body_part;Repetition;Audible;Contact_part;Directionality;Distance_rcp;Object;Laterality;Rcp_Body_part;Sig_gaze;Rcp_position;Rcp_Visual_att;V_Combination;V_Mouth_open;V_Sgn_in_frame;S_Comment;Signaller;Signaller_age;Signaller_sex;Sgn_prior_context;Sgn_post_context;Sgn_olf_signals;Goal;Recipient;Recipient_age;Recipeint_sex;NN_Index;Sex_Dyad;Comment;BhvCh_start_T;BhvCh_start;Voc_rcp_T;Voc_rcp;G_rcp_T;G_rcp
1023;1294;ZEWACT_081221_Exp48;VEC0047b;VEV0219;Vocalisation;184240;187800;3560;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;KB;20;Female;Travel;Af_Lit_Greet;None;Greet_unc;HW;20;Female;0.375132225;Same;NA;NA;NA;NA;NA;NA;NA
1035;1306;ZEWACT_101221_Exp49;VEC0048a;VEV0220;Vocalisation;198280;202840;4560;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Unk;Yes;Yes;NA;HW;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;DM;46;Male;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
1036;1307;ZEWACT_101221_Exp49;VEC0048a;VEV0221;Vocalisation;205826;209960;4134;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Unk;Yes;Yes;NA;HW;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;DM;46;Male;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
1055;1329;ZEWACT_101221_Exp49;VEC0048b;VEV0222;Vocalisation;169466;175080;5614;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urinating;Greet_rcp;HW;20;Female;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
1056;1330;ZEWACT_101221_Exp49;VEC0048b;VEV0223;Vocalisation;194332;196240;1908;Exclude;Roar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Unk;NV;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urinating;Greet_rcp;HW;20;Female;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
1057;1331;ZEWACT_101221_Exp49;VEC0048b;VEV0224;Vocalisation;201240;206160;4920;Exclude_end;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urinating;Greet_rcp;HW;20;Female;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
1061;1359;ZEWACT_111221_Exp52;VEC0050a;VEV0230;Vocalisation;175000;180034;5034;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;None;Greet_unc;TT;40;Female;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
1062;1360;ZEWACT_111221_Exp52;VEC0050a;VEV0231;Vocalisation;202880;208698;5818;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;None;Greet_unc;TT;40;Female;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
1076;1376;ZEWACT_111221_Exp52;VEC0050b;VEV0232;Vocalisation;179700;183400;3700;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;No;NA;TT;40;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_unc;DM;46;Male;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
1077;1377;ZEWACT_111221_Exp52;VEC0050b;VEV0233;Vocalisation;198000;201760;3760;Exclude;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;No;NA;TT;40;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_unc;DM;46;Male;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
1078;1378;ZEWACT_111221_Exp52;VEC0050b;VEV0234;Vocalisation;215200;220440;5240;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;TT;40;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_unc;DM;46;Male;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
1083;1404;ZEWACT_121221_Exp53;VEC0051a;VEV0235;Vocalisation;147820;152600;4780;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NSG;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1084;1405;ZEWACT_121221_Exp53;VEC0051a;VEV0236;Vocalisation;166080;171760;5680;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1085;1406;ZEWACT_121221_Exp53;VEC0051a;VEV0237;Vocalisation;179920;186820;6900;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;No;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1086;1407;ZEWACT_121221_Exp53;VEC0051a;VEV0238;Vocalisation;190940;197420;6480;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1087;1408;ZEWACT_121221_Exp53;VEC0051a;VEV0239;Vocalisation;202920;207289;4369;Exclude_end;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1088;1409;ZEWACT_121221_Exp53;VEC0051a;VEV0240;Vocalisation;213960;220341;6381;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1097;1418;ZEWACT_121221_Exp53;VEC0051b;VEV0298;Vocalisation;163440;165600;2160;Exclude;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;No;NA;KB;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1098;1419;ZEWACT_121221_Exp53;VEC0051b;VEV0299;Vocalisation;171960;174500;2540;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;No;NA;KB;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1099;1420;ZEWACT_121221_Exp53;VEC0051b;VEV0300;Vocalisation;177560;180220;2660;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;No;NA;KB;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1100;1421;ZEWACT_121221_Exp53;VEC0051b;VEV0301;Vocalisation;183040;185380;2340;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;No;NA;KB;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1101;1422;ZEWACT_121221_Exp53;VEC0051b;VEV0245;Vocalisation;188620;193440;4820;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;No;NA;KB;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1102;1423;ZEWACT_121221_Exp53;VEC0051b;VEV0246;Vocalisation;199520;204000;4480;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;No;NA;KB;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1103;1424;ZEWACT_121221_Exp53;VEC0051b;VEV0247;Vocalisation;211440;216789;5349;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;KB;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1104;1425;ZEWACT_121221_Exp53;VEC0051b;VEV0248;Vocalisation;220480;225840;5360;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;KB;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1145;1479;ZEWACT_131221_Exp55;VEC0053a;VEV0251;Vocalisation;163520;165240;1720;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;Yes;NA;MN;26;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1146;1480;ZEWACT_131221_Exp55;VEC0053a;VEV0252;Vocalisation;166930;168710;1780;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;Yes;NA;MN;26;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1147;1481;ZEWACT_131221_Exp55;VEC0053a;VEV0253;Vocalisation;170770;172090;1320;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;Yes;NA;MN;26;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1148;1482;ZEWACT_131221_Exp55;VEC0053a;VEV0254;Vocalisation;174871;180303;5432;Include;Roar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;Yes;NA;MN;26;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1149;1483;ZEWACT_131221_Exp55;VEC0053a;VEV0255;Vocalisation;182756;183676;920;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Unk;NV;Yes;NA;MN;26;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1150;1484;ZEWACT_131221_Exp55;VEC0053a;VEV0256;Vocalisation;189603;193800;4197;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;MN;26;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1151;1485;ZEWACT_131221_Exp55;VEC0053a;VEV0257;Vocalisation;195060;200100;5040;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;MN;26;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1152;1486;ZEWACT_131221_Exp55;VEC0053a;VEV0258;Vocalisation;201501;203000;1499;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;Yes;NA;MN;26;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1153;1487;ZEWACT_131221_Exp55;VEC0053a;VEV0259;Vocalisation;205280;211340;6060;Exclude_end;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;MN;26;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1154;1488;ZEWACT_131221_Exp55;VEC0053a;VEV0260;Vocalisation;213445;219340;5895;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;MN;26;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1155;1489;ZEWACT_131221_Exp55;VEC0053a;VEV0261;Vocalisation;223040;224773;1733;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;Yes;NA;MN;26;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1156;1490;ZEWACT_131221_Exp55;VEC0053a;VEV0262;Vocalisation;227826;233733;5907;Exclude_start;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;MN;26;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1179;1518;ZEWACT_131221_Exp55;VEC0053b;VEV0263;Vocalisation;176900;179540;2640;Exclude;Roar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1180;1519;ZEWACT_131221_Exp55;VEC0053b;VEV0264;Vocalisation;181740;184006;2266;Exclude_end;Roar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1181;1520;ZEWACT_131221_Exp55;VEC0053b;VEV0265;Vocalisation;190160;191959;1799;Exclude;Roar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1182;1521;ZEWACT_131221_Exp55;VEC0053b;VEV0266;Vocalisation;193280;196560;3280;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1183;1522;ZEWACT_131221_Exp55;VEC0053b;VEV0267;Vocalisation;198870;204840;5970;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1184;1523;ZEWACT_131221_Exp55;VEC0053b;VEV0268;Vocalisation;208800;210700;1900;Exclude_end;Roar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1185;1524;ZEWACT_131221_Exp55;VEC0053b;VEV0269;Vocalisation;217142;218560;1418;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1186;1525;ZEWACT_131221_Exp55;VEC0053b;VEV0270;Vocalisation;225466;231826;6360;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
1190;1536;ZEWACT_131221_Exp56;VEC0054a;VEV0271;Vocalisation;91293;93873;2580;Exclude_end;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Unk;Yes;NA;KB;20;Female;Travel;Af_Lit_Greet;None;Greet_unc;HW;20;Female;0.375132225;Same;NA;NA;NA;NA;NA;NA;NA
1194;1542;ZEWACT_131221_Exp56;VEC0054b;VEV0272;Vocalisation;95280;97986;2706;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;No;NA;HW;20;Female;Travel;Af_Lit_Greet;None;Greet_unc;KB;20;Female;0.375132225;Same;NA;NA;NA;NA;NA;NA;NA
1204;1557;ZEWACT_151221_Exp57;VEC0055b;VEV0274;Vocalisation;200160;202740;2580;Exclude;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;HW;20;Female;Travel;Af_Lit_Greet;None;Greet_unc;DM;46;Male;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
1205;1559;ZEWACT_151221_Exp57;VEC0055b;VEV0276;Vocalisation;215299;217245;1946;Exclude_start;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Unk;Yes;NA;HW;20;Female;Travel;Af_Lit_Greet;None;Greet_unc;DM;46;Male;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
1206;1560;ZEWACT_151221_Exp57;VEC0055b;VEV0277;Vocalisation;231620;236540;4920;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;HW;20;Female;Travel;Af_Lit_Greet;None;Greet_unc;DM;46;Male;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
1207;1561;ZEWACT_151221_Exp57;VEC0055b;VEV0278;Vocalisation;240160;244703;4543;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;HW;20;Female;Travel;Af_Lit_Greet;None;Greet_unc;DM;46;Male;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
1220;1594;ZEWACT_151221_Exp58;VEC0056a;VEV0279;Vocalisation;287920;289740;1820;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;No;Yes;NA;TT;40;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
1221;1595;ZEWACT_151221_Exp58;VEC0056a;VEV0280;Vocalisation;292100;295640;3540;Exclude;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;TT;40;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
1222;1596;ZEWACT_151221_Exp58;VEC0056a;VEV0281;Vocalisation;300120;306320;6200;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;TT;40;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
1223;1597;ZEWACT_151221_Exp58;VEC0056a;VEV0282;Vocalisation;310520;312480;1960;Exclude;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;TT;40;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
1224;1598;ZEWACT_151221_Exp58;VEC0056a;VEV0283;Vocalisation;314040;315580;1540;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;TT;40;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
1240;1618;ZEWACT_151221_Exp58;VEC0056b;VEV0284;Vocalisation;285020;288320;3300;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;TT;40;Female;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
1241;1619;ZEWACT_151221_Exp58;VEC0056b;VEV0285;Vocalisation;292100;295640;3540;Exclude;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;TT;40;Female;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
1242;1620;ZEWACT_151221_Exp58;VEC0056b;VEV0286;Vocalisation;298840;301860;3020;Exclude_end;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;TT;40;Female;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
1243;1621;ZEWACT_151221_Exp58;VEC0056b;VEV0287;Vocalisation;312500;314760;2260;Exclude_end;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;TT;40;Female;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
1251;1630;ZEWACT_161221_Exp59;VEC0057a;VEV0288;Vocalisation;335280;338160;2880;Exclude;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Unk;Greet_unc;KB;20;Female;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1261;1642;ZEWACT_161221_Exp59;VEC0057b;VEV0289;Vocalisation;296000;297200;1200;Exclude;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;No;NA;KB;20;Female;Travel;Af_Lit_Greet;Unk;Greet_unc;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1262;1643;ZEWACT_161221_Exp59;VEC0057b;VEV0290;Vocalisation;302270;304310;2040;Exclude;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;No;NA;KB;20;Female;Travel;Af_Lit_Greet;Unk;Greet_unc;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1263;1644;ZEWACT_161221_Exp59;VEC0057b;VEV0291;Vocalisation;307620;309200;1580;Exclude;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;No;NA;KB;20;Female;Travel;Af_Lit_Greet;Unk;Greet_unc;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1264;1645;ZEWACT_161221_Exp59;VEC0057b;VEV0292;Vocalisation;313500;315120;1620;Exclude;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;No;NA;KB;20;Female;Travel;Af_Lit_Greet;Unk;Greet_unc;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1265;1646;ZEWACT_161221_Exp59;VEC0057b;VEV0293;Vocalisation;320680;322056;1376;Exclude;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;KB;20;Female;Travel;Af_Lit_Greet;Unk;Greet_unc;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1266;1647;ZEWACT_161221_Exp59;VEC0057b;VEV0294;Vocalisation;326200;331160;4960;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;KB;20;Female;Travel;Af_Lit_Greet;Unk;Greet_unc;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1267;1648;ZEWACT_161221_Exp59;VEC0057b;VEV0295;Vocalisation;335280;338160;2880;Exclude;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;KB;20;Female;Travel;Af_Lit_Greet;Unk;Greet_unc;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
1278;1659;ZEWACT_161221_Exp60;VEC0058a;VEV0296;Vocalisation;178640;183560;4920;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;HW;20;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_unc;MS;20;Female;0.122442521;Same;NA;NA;NA;NA;NA;NA;NA
1279;1660;ZEWACT_161221_Exp60;VEC0058a;VEV0297;Vocalisation;204773;210480;5707;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;HW;20;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_unc;MS;20;Female;0.122442521;Same;NA;NA;NA;NA;NA;NA;NA
1282;1663;ZEWACT_161221_Exp60;VEC0058b;VEV0302;Vocalisation;206333;207240;907;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;HW;20;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_unc;MS;20;Female;0.122442521;Same;NA;NA;NA;NA;NA;NA;NA